A,G,GP,PIM,Pts,draft_num,draft_team,draft_year,junior_team,name,pos,round_num
4,3,32,2,7,5,NY Islanders,2014,Oshawa Generals [OHL],Michael Dal Colle,L,1
27,32,210,137,59,6,Vancouver,2014,Calgary Hitmen [WHL],Jake Virtanen,R,1
9,0,87,16,9,7,Carolina,2014,Red Deer Rebels [WHL],Haydn Fleury,D,1
107,55,239,62,162,8,Toronto,2014,MODO Hockey Ornskoldsvik [SweHL],William Nylander,R,1
109,90,298,100,199,9,Winnipeg,2014,Halifax Mooseheads [QMJHL],Nikolaj Ehlers,L,1
55,35,246,253,90,10,Anaheim,2014,Peterborough Petes [OHL],Nick Ritchie,L,1
56,48,223,80,104,11,Nashville,2014,HV71 Jonkoping [SweHL],Kevin Fiala,L,1
27,45,199,76,72,12,Arizona,2014,Niagara IceDogs [OHL],Brendan Perlini,L,1
40,40,176,41,80,13,Washington,2014,Linkopings HC [SweHL],Jakub Vrana,L,1
11,2,87,28,13,14,Dallas,2014,Swift Current Broncos [WHL],Julius Honka,D,1
125,88,318,207,213,15,Detroit,2014,U.S. National Under-18 Team [USHL],Dylan Larkin,C,1
9,15,70,10,24,16,Columbus,2014,U.S. National Under-18 Team [USHL],Sonny Milano,L,1
34,11,131,42,45,17,Philadelphia,2014,Calgary Hitmen [WHL],Travis Sanheim,D,1
54,35,158,35,89,18,Minnesota,2014,U.S. National Under-18 Team [USHL],Alex Tuch,R,1
43,9,132,125,52,19,Tampa Bay,2014,Sarnia Sting [OHL],Tony DeAngelo,D,1
71,34,179,32,105,20,Chicago,2014,Green Bay Gamblers [USHL],Nick Schmaltz,C,1
41,31,155,58,72,21,St. Louis,2014,Guelph Storm [OHL],Robby Fabbri,C,1
26,28,133,33,54,22,Pittsburgh,2014,KalPa Kuopio [SM-liiga],Kasperi Kapanen,R,1
0,0,0,0,0,23,Colorado,2014,Red Deer Rebels [WHL],Conner Bleackley,C,1
50,38,244,97,88,24,Vancouver,2014,Soo Greyhounds [OHL],Jared McCann,C,1
152,132,320,131,284,25,Boston,2014,Sodertalje SK [Swe-1],David Pastrnak,R,1
2,6,37,10,8,26,Montreal,2014,Saskatoon Blades [WHL],Nikita Scherbak,R,1
27,19,124,24,46,27,San Jose,2014,Sarnia Sting [OHL],Nikolay Goldobin,R,1
17,7,53,20,24,28,NY Islanders,2014,Windsor Spitfires [OHL],Josh Ho-Sang,R,1
41,30,187,105,71,29,Los Angeles,2014,MODO Hockey Ornskoldsvik [SweHL],Adrian Kempe,C,1
3,2,33,6,5,30,New Jersey,2014,Brandon Wheat Kings [WHL],John Quenneville,C,1
5,13,72,129,18,31,Buffalo,2014,Barrie Colts [OHL],Brendan Lemieux,L,2
5,7,42,16,12,32,Florida,2014,Brandon Wheat Kings [WHL],Jayce Hawryluk,R,2
25,26,163,23,51,33,St. Louis,2014,Moncton Wildcats [QMJHL],Ivan Barbashev,C,2
0,0,0,0,0,34,Calgary,2014,Charlottetown Islanders [QMJHL],Mason McDonald,G,2
0,0,0,0,0,35,Tampa Bay,2014,Slavia (Czech Jrs.),Dominik Masin,D,2
1,0,10,0,1,36,Vancouver,2014,Boston College [H-East],Thatcher Demko,G,2
0,0,2,2,0,37,Carolina,2014,Plymouth Whalers [OHL],Alex Nedeljkovic,G,2
26,3,106,72,29,38,Anaheim,2014,Skelleftea (Sweden Jrs.),Marcus Pettersson,D,2
0,0,0,0,0,39,Washington,2014,Czech,Vitek Vanecek,G,2
0,0,9,12,0,40,Ottawa,2014,Djurgardens (Sweden Jrs.),Andreas Englund,D,2
0,0,1,0,0,41,New Jersey,2014,Indiana Ice [USHL],Joshua Jacobs,D,2
3,2,28,12,5,42,Nashville,2014,Magnitigorsk-2 (Russia Jrs.),Vladislav Kamenev,C,2
0,0,0,0,0,43,Arizona,2014,Kitchener Rangers [OHL],Ryan MacInnis,C,2
0,0,0,0,0,44,Buffalo,2014,Peterborough Petes [OHL],Eric Cornel,R,2
0,0,0,0,0,45,Dallas,2014,Edmonton Oil Kings [WHL],Brett Pollock,L,2
0,0,0,0,0,46,San Jose,2014,Frolunda (Sweden Jrs.),Julius Bergman,D,2
0,0,0,0,0,47,Columbus,2014,U.S. National Under-18 Team [USHL],Ryan Collins,D,2
0,0,9,0,0,48,Philadelphia,2014,Val d'Or Foreurs [QMJHL],Nicolas Aube-Kubel,R,2
0,0,0,0,0,49,Buffalo,2014,Gatineau Olympiques [QMJHL],Vaclav Karabacek,R,2
3,0,10,19,3,50,Los Angeles,2014,Kingston Frontenacs [OHL],Roland McKeown,D,2
0,0,0,0,0,51,Nashville,2014,U.S. National Under-18 Team [USHL],Jack Dougherty,D,2
0,0,0,0,0,52,St. Louis,2014,Youngstown Phantoms [USHL],Maxim Letunov,F,2
0,0,0,0,0,53,San Jose,2014,Geneve Servette [Swiss-A],Noah Rod,L,2
0,0,0,0,0,54,Calgary,2014,Oshawa Generals [OHL],Hunter Smith,R,2
54,19,189,112,73,55,Anaheim,2014,Waterloo Black Hawks [USHL],Brandon Montour,D,2
19,15,68,8,34,56,Boston,2014,Dexter School (Mass H.S.),Ryan Donato,C,2
0,0,0,0,0,57,Tampa Bay,2014,U.S. National Under-18 Team [USHL],Johnathan MacLeod,D,2
45,32,176,46,77,58,Arizona,2014,London Knights [OHL],Christian Dvorak,C,2
0,0,1,0,0,59,NY Rangers,2014,Soo Greyhounds [OHL],Brandon Halverson,G,2
0,0,0,0,0,60,Los Angeles,2014,Ottawa 67's [OHL],Alex Lintuniemi,D,2
0,0,0,0,0,61,Buffalo,2014,Brynas (Sweden Jrs.),Jonas Johansson,G,3
0,0,0,0,0,62,Nashville,2014,Kelowna Rockets [WHL],Justin Kirkland,L,3
0,0,9,2,0,63,Detroit,2014,Portland Winterhawks [WHL],Dominic Turgeon,C,3
0,0,0,0,0,64,Calgary,2014,Spruce Grove Saints [AJHL],Brandon Hickey,D,3
6,0,40,6,6,65,Florida,2014,Assat (Finland Jrs.),Juho Lammikko,R,3
8,3,79,74,11,66,Vancouver,2014,Yekaterinburg Automobilist [KHL],Nikita Tryamkin,D,3
6,12,79,20,18,67,Carolina,2014,St. Andrews (Ont. H.S.),Warren Foegele,L,3
0,0,12,2,0,68,Toronto,2014,Kootenay Ice [WHL],Rinat Valiev,D,3
0,0,0,0,0,69,Winnipeg,2014,U.S. National Under-18 Team [USHL],Jack Glover,D,3
0,0,0,0,0,70,Ottawa,2014,Rivers Academy (Mass. H.S.),Miles Gendron,D,3
0,0,0,0,0,71,New Jersey,2014,Plymouth Whalers [OHL],Connor Chatham,R,3
0,0,0,0,0,72,San Jose,2014,Portland Winterhawks [WHL],Alex Schoenborn,R,3
1,0,21,6,1,73,Montreal,2014,Swift Current Broncos [WHL],Brett Lernout,D,3
0,0,0,0,0,74,Buffalo,2014,Swift Current Broncos [WHL],Brycen Martin,D,3
0,0,0,0,0,75,Dallas,2014,Plymouth Whalers [OHL],Alex Peters,D,3
0,0,0,0,0,76,Columbus,2014,Lugano [Swiss-A],Elvis Merzlikins,G,3
0,0,0,0,0,77,Columbus,2014,Niagara IceDogs [OHL],Blake Siebenaler,D,3
0,0,0,0,0,78,NY Islanders,2014,Novokuznetsk Metallurg [KHL],Ilya Sorokin,G,3
107,91,229,66,198,79,Tampa Bay,2014,Moose Jaw Warriors [WHL],Brayden Point,C,3
2,0,3,0,2,80,Minnesota,2014,U.S. National Under-18 Team [USHL],Louis Belpedio,D,3
0,0,0,0,0,81,San Jose,2014,Saginaw Spirit [OHL],Dylan Sadowy,L,3
0,0,0,0,0,82,St. Louis,2014,Toronto Jr. Canadiens [OJHL],Jake Walman,D,3
0,0,0,0,0,83,Chicago,2014,Muskegon Lumberjacks [USHL],Matteson Iacopelli,F,3
0,0,0,0,0,84,Colorado,2014,North Bay Battalion [OHL],Kyle Wood,D,3
0,0,0,0,0,85,NY Rangers,2014,Portland Winterhawks [WHL],Keegan Iverson,C,3
0,0,1,0,0,86,Philadelphia,2014,Waterloo Black Hawks [USHL],Mark Friedman,D,3
0,0,0,0,0,87,Arizona,2014,Frolunda (Sweden Jrs.),Anton Karlsson,L,3
0,0,0,0,0,88,Chicago,2014,South Shore Kings [USPHL-Pr],Beau Starrett,F,3
1,1,12,8,2,89,Washington,2014,Hershey Bears [AHL],Nathan Walker,L,3
11,10,80,14,21,90,Los Angeles,2014,North Bay Battalion [OHL],Mike Amadio,C,3
0,0,0,0,0,91,Edmonton,2014,Frolunda (Sweden Jrs.),William Lagesson,D,4
0,0,0,0,0,92,Florida,2014,U.S. National Under-18 Team [USHL],Joe Wegwerth,L,4
0,0,0,0,0,93,Colorado,2014,Kitchener Rangers [OHL],Nick Magyar,R,4
0,0,0,0,0,94,St. Louis,2014,HIFK Helsinki [SM-liiga],Ville Husso,G,4
0,0,0,0,0,95,NY Islanders,2014,Djurgarden (Sweden Jrs.),Linus Soderstrom,G,4
0,0,0,0,0,96,Carolina,2014,Plymouth Whalers [OHL],Josh Wesley,D,4
20,11,100,40,31,97,Carolina,2014,Lulea HF [SweHL],Lucas Wallmark,C,4
0,0,0,0,0,98,Chicago,2014,Chicago Steel [USHL],Fredrik Olofsson,F,4
0,0,3,0,0,99,Winnipeg,2014,Portland Winterhawks [WHL],Chase De Leo,C,4
0,0,0,0,0,100,Ottawa,2014,Dubuque Fighting Saints [USHL],Shane Eiserman,F,4
0,0,11,5,0,101,Winnipeg,2014,Saskatoon Blades [WHL],Nelson Nogier,D,4
0,0,0,0,0,102,San Jose,2014,Baie-Comeau Drakkar [QMJHL],Alexis Vanier,D,4
0,0,0,0,0,103,Toronto,2014,Youngstown Phantoms [USHL],J.J. Piccinich,R,4
0,0,0,0,0,104,NY Rangers,2014,Indiana Ice [USHL],Ryan Mantha,D,4
0,0,0,0,0,105,Dallas,2014,Toronto Lakeshore Patriots [OJHL],Michael Prapavessis,D,4
6,3,60,6,9,106,Detroit,2014,Frolunda (Sweden Jrs.),Christoffer Ehn,C,4
0,0,0,0,0,107,Columbus,2014,Cape Breton Screaming Eagles [QMJHL],Julien Pelletier,L,4
13,5,48,4,18,108,NY Islanders,2014,Quinnipiac University [ECAC],Devon Toews,D,4
0,0,0,0,0,109,Minnesota,2014,Blues (Finland Jrs.),Kaapo Kahkonen,G,4
0,0,0,0,0,110,St. Louis,2014,Tri-City Storm [USHL],Austin Poganski,F,4
0,0,0,0,0,111,Edmonton,2014,U. of Michigan [Big-10],Zach Nagelvoort,G,4
84,102,278,125,186,112,Nashville,2014,Skelleftea AIK [SweHL],Viktor Arvidsson,R,4
0,0,0,0,0,113,Pittsburgh,2014,Deerfield Academy (Mass. H.S.),Sam Lafferty,R,4
0,0,0,0,0,114,Colorado,2014,Gatineau Olympiques [QMJHL],Alexis Pepin,L,4
0,0,0,0,0,115,Dallas,2014,Niagara IceDogs [OHL],Brent Moran,G,4
54,27,162,34,81,116,Boston,2014,Surrey Eagles [BCHL],Danton Heinen,C,4
0,1,5,2,1,117,Arizona,2014,Soo Greyhounds [OHL],Michael Bunting,L,4
0,0,0,0,0,118,NY Rangers,2014,Spartak (Russia Jrs.),Igor Shestyorkin,G,4
0,0,0,0,0,119,Tampa Bay,2014,Calgary Hitmen [WHL],Ben Thomas,D,4
0,0,0,0,0,120,Los Angeles,2014,Omaha Lancers [USHL],Steven Johnson,D,4
0,0,0,0,0,121,Buffalo,2014,Williston-Northampton (Mass. H.S.),Max Willman,L,5
0,0,0,0,0,122,NY Rangers,2014,Brandon Wheat Kings [WHL],Richard Nejezchleb,R,5
0,0,0,0,0,123,Anaheim,2014,Ashwaubenon (Wisc. H.S.),Matthew Berkovitz,D,5
0,0,0,0,0,124,St. Louis,2014,Kootenay Ice [WHL],Jaedon Descheneau,R,5
0,0,0,0,0,125,Montreal,2014,Olds Grizzlys [AJHL],Nikolas Koberstein,D,5
19,8,122,42,27,126,Vancouver,2014,Linkoping (Sweden Jrs.),Gustav Forsling,D,5
2,1,20,6,3,127,Carolina,2014,Cape Breton Screaming Eagles [QMJHL],Clark Bishop,C,5
0,0,0,0,0,128,Toronto,2014,Sioux Falls Stampede [USHL],Dakota Joshua,F,5
0,0,0,0,0,129,Winnipeg,2014,Sioux Falls Stampede [USHL],C.J. Suess,F,5
0,0,0,0,0,130,Edmonton,2014,Vernon Vipers [BCHL],Liam Coughlin,F,5
0,0,0,0,0,131,New Jersey,2014,Kamloops Blazers [WHL],Ryan Rehill,D,5
0,0,0,0,0,132,Nashville,2014,KalPa Kuopio [SM-liiga],Joonas Lyytinen,D,5
0,0,0,0,0,133,Arizona,2014,Edmonton Oil Kings [WHL],Dysin Mayo,D,5
1,0,3,0,1,134,Washington,2014,U.S. National Under-18 Team [USHL],Shane Gersich,L,5
0,0,0,0,0,135,Dallas,2014,Jokerit (Finland Jrs.),Miro Karjalainen,D,5
0,0,0,0,0,136,Detroit,2014,Wenatchee Wild [NAHL],Chase Perry,G,5
0,0,0,0,0,137,Columbus,2014,Kimball Union (N.H. H.S.),Tyler Bird,R,5
20,19,104,28,39,138,Philadelphia,2014,Brynas (Sweden Jrs.),Oskar Lindblom,L,5
0,0,0,0,0,139,Minnesota,2014,Kootenay Ice [WHL],Tanner Faith,D,5
0,0,0,0,0,140,NY Rangers,2014,Blainville-Boisbriand Armada [QMJHL],Daniel Walcott,D,5
0,0,0,0,0,141,Chicago,2014,Eden Prairie (Wisc. H.S.),Luc Snuggerud,D,5
0,0,0,0,0,142,NY Rangers,2014,Edina (Minn. H.S.),Tyler Nanne,F,5
0,0,0,0,0,143,Florida,2014,Edina (Minn. H.S.),Miguel Fidler,L,5
4,0,62,16,4,144,Colorado,2014,Skelleftea (Sweden Jrs.),Anton Lindholm,D,5
0,0,0,0,0,145,Pittsburgh,2014,Omaha Lancers [USHL],Anthony Angello,C,5
10,5,50,8,15,146,Boston,2014,U.S. National Under-18 Team [USHL],Anders Bjork,L,5
0,0,0,0,0,147,Montreal,2014,Sherbrooke Phoenix [QMJHL],Daniel Audette,C,5
0,0,0,0,0,148,Chicago,2014,Skelleftea (Sweden Jrs.),Andreas Soderberg,D,5
0,1,13,2,1,149,San Jose,2014,Kelowna Rockets [WHL],Rourke Chartier,C,5
0,0,0,0,0,150,Los Angeles,2014,Victoria Grizzlies [BCHL],Alec Dillon,G,5
0,0,0,0,0,151,Buffalo,2014,Cranbrook Kingston (Mich. H.S.),Christopher Brown,F,6
0,0,0,0,0,152,New Jersey,2014,Kimball Union (N.H. H.S.),J.D. Dudek,F,6
0,0,0,0,0,153,Edmonton,2014,Omaha Lancers [USHL],Tyler Vesel,R,6
0,0,0,0,0,154,Dallas,2014,Niagara IceDogs [OHL],Aaron Haydon,D,6
0,0,0,0,0,155,NY Islanders,2014,Ferris State University [WCHA],Kyle Schempp,F,6
0,0,0,0,0,156,Vancouver,2014,Erie Otters [OHL],Kyle Pettit,C,6
0,0,0,0,0,157,Los Angeles,2014,Belleville Bulls [OHL],Jake Marchment,C,6
0,0,0,0,0,158,Toronto,2014,South Shore Kings [USPHL-Pr],Nolan Vesey,F,6
0,0,0,0,0,159,Washington,2014,Omaha Lancers [USHL],Steven Spinner,F,6
0,0,0,0,0,160,Minnesota,2014,Ostersunds (Sweden Jrs.),Pontus Sjalin,D,6
0,0,0,0,0,161,New Jersey,2014,Edmonton Oil Kings [WHL],Brandon Baddock,C,6
0,0,0,0,0,162,Nashville,2014,Edmonton Oil Kings [WHL],Aaron Irving,D,6
0,0,0,0,0,163,Arizona,2014,Brynas (Sweden Jrs.),David Westlund,D,6
0,0,0,0,0,164,Winnipeg,2014,Yaroslavl (Russia Jrs.),Pavel Kraskovsky,F,6
0,0,0,0,0,165,Dallas,2014,Frolunda (Sweden Jrs.),John Nyberg,D,6
0,0,0,0,0,166,Detroit,2014,TPS (Finland Jrs.),Julius Vahatalo,F,6
0,0,0,0,0,167,Minnesota,2014,Calgary Hitmen [WHL],Chase Lang,R,6
0,0,0,0,0,168,Philadelphia,2014,Calgary Hitmen [WHL],Radel Fazleev,C,6
0,0,0,0,0,169,Minnesota,2014,Lethbridge Hurricanes [WHL],Reid Duke,C,6
0,0,0,0,0,170,Tampa Bay,2014,Windsor Spitfires [OHL],Cristiano DiGiacinto,L,6
80,36,214,90,116,171,San Jose,2014,Barrie Colts [OHL],Kevin Labanc,R,6
0,0,0,0,0,172,St. Louis,2014,London Knights [OHL],Chandler Yakimowicz,R,6
0,0,0,0,0,173,Pittsburgh,2014,Owen Sound Attack [OHL],Jaden Lindo,R,6
0,0,0,0,0,174,Colorado,2014,Slovakia U18 (Slovakia Jrs.),Maximilian Pajpach,G,6
0,0,0,0,0,175,Calgary,2014,Djurgardens (Sweden Jrs.),Adam Ollas-Mattsson,D,6
4,3,43,12,7,176,St. Louis,2014,Victoriaville Tigres [QMJHL],Sammy Blais,L,6
0,0,0,0,0,177,Montreal,2014,Omaha Lancers [USHL],Hayden Hawkey,G,6
11,0,38,0,11,178,Chicago,2014,Aurora Tigers [OJHL],Dylan Sikura,R,6
0,0,0,0,0,179,Chicago,2014,SKA St. Petersburg (Russia Jrs.),Ivan Nalimov,G,6
0,0,0,0,0,180,Los Angeles,2014,Plymouth Whalers [OHL],Matthew Mistele,L,6
2,2,6,2,4,181,Buffalo,2014,MODO (Sweden Jrs.),Victor Olofsson,L,7
0,0,0,0,0,182,Florida,2014,Frolunda (Sweden Jrs.),Hugo Fagerblom,G,7
0,0,0,0,0,183,Edmonton,2014,Val d'Or Foreurs [QMJHL],Keven Bouchard,G,7
0,0,0,0,0,184,Calgary,2014,Victoria Royals [WHL],Austin Carroll,R,7
0,0,0,0,0,185,Tampa Bay,2014,Cape Breton Screaming Eagles [QMJHL],Cameron Darcy,C,7
0,0,0,0,0,186,Vancouver,2014,Prince Albert Raiders [WHL],Mackenze Stewart,D,7
0,0,0,0,0,187,Carolina,2014,Soo Greyhounds [OHL],Kyle Jenkins,D,7
0,0,0,0,0,188,Toronto,2014,Frolunda (Sweden Jrs.),Pierre Engvall,L,7
0,0,0,0,0,189,Ottawa,2014,Carleton Place Canadians [CCHL],Kelly Summers,D,7
0,0,0,0,0,190,Ottawa,2014,Rouyn-Noranda Huskies [QMJHL],Francis Perron,L,7
0,0,0,0,0,191,Arizona,2014,U.S. National Under-18 Team [USHL],Jared Fiegl,F,7
0,0,0,0,0,192,Winnipeg,2014,Langley Rivermen [BCHL],Matt Ustaski,F,7
0,0,0,0,0,193,Arizona,2014,Edmonton Oil Kings [WHL],Edgars Kulda,L,7
0,0,0,0,0,194,Washington,2014,Frolunda (Sweden Jrs.),Kevin Elgestal,F,7
0,0,0,0,0,195,Dallas,2014,Windsor Spitfires [OHL],Patrick Sanvido,D,7
0,0,0,0,0,196,Detroit,2014,Skelleftea (Sweden Jrs.),Axel Holmstrom,F,7
0,0,0,0,0,197,Columbus,2014,Saint John Sea Dogs [QMJHL],Olivier Leblanc,D,7
0,0,0,0,0,198,Philadelphia,2014,Linkopings HC [SweHL],Jesper Pettersson,D,7
0,0,0,0,0,199,Minnesota,2014,Brno Kometa [Czech],Pavel Jenys,R,7
0,0,0,0,0,200,NY Islanders,2014,Red Deer Rebels [WHL],Lukas Sutter,C,7
0,0,0,0,0,201,Detroit,2014,Moscow Oblast Atlant [KHL],Alexander Kadeykin,F,7
0,0,0,0,0,202,St. Louis,2014,Indiana Ice [USHL],Dwyer Tschantz,F,7
0,0,0,0,0,203,Pittsburgh,2014,Union College [ECAC],Jeff Taylor,D,7
0,0,0,0,0,204,Colorado,2014,Rouyn-Noranda Huskies [QMJHL],Julien Nantel,L,7
37,36,149,34,73,205,Anaheim,2014,Chomutov Pirati [Czech],Ondrej Kase,R,7
0,0,0,0,0,206,Boston,2014,HV71 (Sweden Jrs.),Emil Johansson,D,7
0,0,0,0,0,207,Montreal,2014,St. Michael's Buzzers [OJHL],Jake Evans,F,7
0,0,0,0,0,208,Chicago,2014,Penticton Vees [BCHL],Jack Ramsey,F,7
0,0,0,0,0,209,Los Angeles,2014,Kingston Frontenacs [OHL],Spencer Watson,R,7
1,0,3,2,1,210,Los Angeles,2014,Ottawa 67's [OHL],Jacob Middleton,D,7
247,155,456,185,402,1,Colorado,2013,Halifax Mooseheads [QMJHL],Nathan MacKinnon,C,1
210,135,413,66,345,2,Florida,2013,Tappara Tampere [SM-liiga],Aleksander Barkov,C,1
134,60,322,110,194,3,Tampa Bay,2013,Halifax Mooseheads [QMJHL],Jonathan Drouin,L,1
174,54,468,148,228,4,Nashville,2013,Portland Winterhawks [WHL],Seth Jones,D,1
175,91,455,96,266,5,Carolina,2013,Brynas IF Gavle [SEL],Elias Lindholm,C,1
191,172,471,94,363,6,Calgary,2013,Ottawa 67's [OHL],Sean Monahan,C,1
64,24,279,247,88,7,Edmonton,2013,Soo Greyhounds [OHL],Darnell Nurse,D,1
158,36,424,209,194,8,Buffalo,2013,TPS Turku [SM-liiga],Rasmus Ristolainen,D,1
124,98,377,104,222,9,Vancouver,2013,London Knights [OHL],Bo Horvat,C,1
51,23,223,22,74,10,Dallas,2013,Chelyabinsk Traktor [KHL],Valeri Nichushkin,R,1
0,0,8,8,0,11,Philadelphia,2013,Rimouski Oceanic [QMJHL],Samuel Morin,D,1
143,64,304,265,207,12,Phoenix,2013,London Knights [OHL],Max Domi,C,1
58,19,223,99,77,13,Winnipeg,2013,Prince Albert Raiders [WHL],Josh Morrissey,D,1
144,35,358,69,179,14,Columbus,2013,Djurgardens IF Stockholm [Swe-1],Alexander Wennberg,C,1
52,21,166,41,73,15,NY Islanders,2013,Brandon Wheat Kings [WHL],Ryan Pulock,D,1
44,18,292,318,62,16,Buffalo,2013,London Knights [OHL],Nikita Zadorov,D,1
36,15,246,59,51,17,Ottawa,2013,Edmonton Oil Kings [WHL],Curtis Lazar,C,1
18,3,135,38,21,18,San Jose,2013,Everett Silvertips [WHL],Mirco Mueller,D,1
11,3,43,19,14,19,Columbus,2013,Windsor Spitfires [OHL],Kerby Rychel,L,1
67,68,217,137,135,20,Detroit,2013,Val d'Or Foreurs [QMJHL],Anthony Mantha,R,1
13,6,107,35,19,21,Toronto,2013,Rimouski Oceanic [QMJHL],Frederik Gauthier,C,1
1,0,8,2,1,22,Calgary,2013,Gatineau Olympiques [QMJHL],Emile Poirier,L,1
83,62,328,77,145,23,Washington,2013,Malmo Redhawks [Swe-1],Andre Burakovsky,L,1
2,2,15,4,4,24,Vancouver,2013,Medicine Hat Tigers [WHL],Hunter Shinkaruk,L,1
6,2,69,110,8,25,Montreal,2013,U.S. National Development Team [USHL],Michael McCarron,R,1
60,23,193,64,83,26,Anaheim,2013,Seattle Thunderbirds [WHL],Shea Theodore,D,1
26,19,138,47,45,27,Columbus,2013,Bratislava Slovan [KHL],Marko Dano,C,1
0,0,1,0,0,28,Calgary,2013,Regina Pats [WHL],Morgan Klimchuk,L,1
18,9,105,40,27,29,Dallas,2013,Guelph Storm [OHL],Jason Dickinson,C,1
47,42,245,218,89,30,Chicago,2013,Plymouth Whalers [OHL],Ryan Hartman,R,1
3,4,60,33,7,31,Florida,2013,Waterloo Black Hawks [USHL],Ian McCoshen,D,2
3,1,46,18,4,32,Colorado,2013,Owen Sound Attack [OHL],Chris Bigras,D,2
14,13,114,62,27,33,Tampa Bay,2013,Quebec Remparts [QMJHL],Adam Erne,L,2
17,11,179,67,28,34,Montreal,2013,Leksands IF [Swe-1],Jacob De La Rose,C,2
28,32,156,55,60,35,Buffalo,2013,U.S. National Development Team [USHL],JT Compher,L,2
0,0,0,0,0,36,Montreal,2013,Halifax Mooseheads [QMJHL],Zachary Fucale,G,2
7,6,40,4,13,37,Los Angeles,2013,Baie-Comeau Drakkar [QMJHL],Valentin Zykov,R,2
0,0,0,0,0,38,Buffalo,2013,Edina (Minn. H.S.),Connor Hurley,C,2
1,3,35,18,4,39,Phoenix,2013,Chicoutimi Sagueneens [QMJHL],Laurent Dauphin,C,2
15,7,106,28,22,40,Dallas,2013,London Knights [OHL],Remi Elie,L,2
21,8,153,95,29,41,Philadelphia,2013,Modo Jrs. (Sweden),Robert Hagg,D,2
16,5,114,53,21,42,New Jersey,2013,U.S. National Development Team [USHL],Steven Santini,D,2
18,6,113,30,24,43,Winnipeg,2013,Portland Winterhawks [WHL],Nicolas Petan,C,2
2,0,29,4,2,44,Pittsburgh,2013,Edmonton Oil Kings [WHL],Tristan Jarry,G,2
1,0,5,2,1,45,Anaheim,2013,Quebec Remparts [QMJHL],Nick Sorensen,R,2
11,0,56,16,11,46,Minnesota,2013,Green Bay Gamblers [USHL],Gustav Olofsson,D,2
0,0,0,0,0,47,St. Louis,2013,Minnetonka (Minn. H.S.),Tommy Vannelli,D,2
0,0,0,0,0,48,Detroit,2013,Owen Sound Attack [OHL],Zach Nastasiuk,R,2
0,0,0,0,0,49,San Jose,2013,Baie-Comeau Drakkar [QMJHL],Gabryel Boudreau,L,2
2,0,11,26,2,50,Columbus,2013,Swift Current Broncos [WHL],Dillon Heatherington,D,2
9,0,49,6,9,51,Chicago,2013,Linkoping Jrs. (Sweden),Carl Dahlstrom,D,2
4,5,63,10,9,52,Buffalo,2013,Kitchener Rangers [OHL],Justin Bailey,R,2
20,2,101,70,22,53,Washington,2013,Kelowna Rockets [WHL],Madison Bowey,D,2
0,0,0,0,0,54,Dallas,2013,Rimouski Oceanic [QMJHL],Philippe Desrosiers,G,2
39,41,221,60,80,55,Montreal,2013,KalPa Kuopio [SM-liiga],Artturi Lehkonen,L,2
0,0,0,0,0,56,Edmonton,2013,Blainville-Boisbriand Armada [QMJHL],Marco Roy,C,2
6,14,132,69,20,57,St. Louis,2013,Cape Breton Screaming Eagles [QMJHL],William Carrier,L,2
43,28,128,75,71,58,Detroit,2013,Guelph Storm [OHL],Tyler Bertuzzi,L,2
0,0,5,0,0,59,Winnipeg,2013,Tri-City Americans [WHL],Eric Comrie,G,2
0,0,0,0,0,60,Boston,2013,Djurgarden Jrs. (Sweden),Linus Arnesson,D,2
16,12,99,31,28,61,Washington,2013,Middlesex Islanders [EJHL],Zach Sanford,L,2
0,0,0,0,0,62,Phoenix,2013,Prince Edward Island Rocket [QMJHL],Yan-Pavel Laplante,C,3
0,0,3,0,0,63,Colorado,2013,Mississauga Steelheads [OHL],Spencer Martin,G,3
0,0,0,0,0,64,Nashville,2013,Victoriaville Tigres [QMJHL],Jonathan-Ismael Diaby,D,3
0,0,0,0,0,65,NY Rangers,2013,Surrey Eagles [BCHL],Adam Tambellini,L,3
68,16,289,78,84,66,Carolina,2013,U. of New Hampshire [H-East],Brett Pesce,D,3
0,0,0,0,0,67,Calgary,2013,Victoria Royals [WHL],Keegan Kanzig,D,3
0,0,0,0,0,68,Dallas,2013,Rogle (Sweden Jrs.),Niklas Hansson,D,3
3,7,47,20,10,69,Buffalo,2013,Sudbury Wolves [OHL],Nick Baptiste,R,3
0,0,0,0,0,70,NY Islanders,2013,Waterloo Black Hawks [USHL],Eamon McAdam,G,3
0,0,0,0,0,71,Montreal,2013,Erie Otters [OHL],Connor Crisp,C,3
0,0,11,2,0,72,Philadelphia,2013,Kelowna Rockets [WHL],Tyrell Goulbourne,L,3
0,0,0,0,0,73,New Jersey,2013,Kingston Frontenacs [OHL],Ryan Kujawinski,C,3
14,8,113,85,22,74,Chicago,2013,U.S. National Development Team [USHL],John Hayden,R,3
58,43,179,46,101,75,NY Rangers,2013,Cherepovets Jrs. (Russia),Pavel Buchnevich,R,3
0,0,0,0,0,76,NY Islanders,2013,Waterloo Black Hawks [USHL],Taylor Cammarata,C,3
79,78,204,78,157,77,Pittsburgh,2013,Sioux City Musketeers [USHL],Jake Guentzel,L,3
0,0,4,0,0,78,Ottawa,2013,Linkoping Jrs. (Sweden),Marcus Hogberg,G,3
48,40,235,64,88,79,Detroit,2013,AIK [SEL],Mattias Janmark-Nylen,C,3
