A,G,GP,PIM,Pts,draft_num,draft_team,junior_team,name,pos,round_num
0,0,0,0,0,156,Carolina,Soo Greyhounds [OHL],Tyler Ganly,D,6
0,0,0,0,0,157,Calgary,Dexter School (Mass. H.S.),Tim Harrison,R,6
0,0,0,0,0,158,Edmonton,Everett Silvertips [WHL],Ben Betker,D,6
0,0,1,0,0,159,Buffalo,U.S. National Development Team [USHL],Sean Malone,C,6
0,0,0,0,0,160,New Jersey,Kelowna Rockets [WHL],Myles Bell,R,6
0,0,0,0,0,161,Ottawa,South Shore Kings [EJHL],Chris Leblanc,F,6
0,0,0,0,0,162,Philadelphia,Proctor Academy (N.H.),Merrick Madsen,G,6
0,0,0,0,0,163,Phoenix,Portland Winterhawks [WHL],Brendan Burke,G,6
0,0,0,0,0,164,Pittsburgh,Merritt Centennials [BCHL],Dane Birks,D,6
0,0,0,0,0,165,Columbus,Frolunda Jrs. (Sweden),Markus Soberg,R,6
18,9,97,18,27,166,NY Islanders,Belleville Bulls [OHL],Alan Quine,C,6
0,0,0,0,0,167,Minnesota,Grand Rapids H.S. (Minn.),Avery Peterson,C,6
0,0,0,0,0,168,Ottawa,U. of Denver [WCHA],Quentin Shore,C,6
0,0,0,0,0,169,Detroit,Prince George Cougars [WHL],Marc McNulty,D,6
0,0,2,0,0,170,NY Rangers,Kootenay Ice [WHL],Mackenzie Skapski,G,6
0,0,0,0,0,171,Nashville,Victoriaville Tigres [QMJHL],Tommy Veilleux,L,6
0,0,2,0,0,172,Toronto,Prince Edward Island Rocket [QMJHL],Antoine Bibeau,G,6
0,0,0,0,0,173,St. Louis,Jokerit Jrs. (Finland),Santeri Saari,D,6
0,0,0,0,0,174,Washington,St. John's Prep (Mass.),Brian Pinho,C,6
0,0,0,0,0,175,Vancouver,Spruce Grove Saints [AJHL],Mike Williamson,D,6
0,0,0,0,0,176,Montreal,Baie-Comeau Drakkar [QMJHL],Jeremy Gregoire,C,6
0,0,0,0,0,177,Anaheim,Blues [SM-liiga],Miro Aaltonen,C,6
0,0,0,0,0,178,Los Angeles,Guelph Storm [OHL],Zac Leslie,D,6
0,0,0,0,0,179,Pittsburgh,Smiths Falls Bears [CCHL],Blaine Byron,C,6
1,1,21,7,2,180,Boston,Frolunda Jrs. (Sweden),Anton Blidh,L,6
0,0,0,0,0,181,Chicago,U.S. National Development Team [USHL],Anthony Louis,C,6
0,0,0,0,0,182,Dallas,Ilves Jrs. (Finland),Aleksi Makela,D,7
0,0,0,0,0,183,Colorado,Farjestads Jrs. (Sweden),Wilhelm Westlund,D,7
0,0,0,0,0,184,Tampa Bay,Vantaa Jrs. (Finland),Saku Salminen,F,7
0,0,0,0,0,185,Nashville,Penticton Vees [BCHL],Wade Murphy,F,7
4,0,24,4,4,186,Tampa Bay,Bern SC [Swiss-A],Joel Vermin,R,7
0,0,0,0,0,187,Calgary,Yaroslavl Jrs. (Russia),Rushan Rafikov,D,7
0,0,0,0,0,188,Edmonton,Calgary Hitmen [WHL],Greg Chase,L,7
0,0,0,0,0,189,Buffalo,Saginaw Spirit [OHL],Eric Locke,C,7
0,0,0,0,0,190,Winnipeg,Spokane Chiefs [WHL],Brenden Kichton,D,7
0,0,0,0,0,191,Los Angeles,Sudbury Wolves [OHL],Dominik Kubalik,L,7
0,0,0,0,0,192,Philadelphia,Des Moines Buccaneers [USHL],David Drake,D,7
0,0,0,0,0,193,Phoenix,Penticton Vees [BCHL],Jedd Soleway,C,7
0,0,0,0,0,194,Winnipeg,AIK Jrs. (Sweden),Marcus Karlstrom,D,7
0,0,0,0,0,195,Columbus,Dubuque Fighting Saints [USHL],Peter Quenneville,R,7
0,0,0,0,0,196,NY Islanders,Regina Pats [WHL],Kyle Burroughs,D,7
0,0,0,0,0,197,Minnesota,Victoria Grizzlies [BCHL],Nolan De Jong,D,7
3,2,33,18,5,198,Calgary,Providence College [H-East],John Gilmour,D,7
0,0,0,0,0,199,Detroit,Tingsryd Jrs. (Sweden),Hampus Melen,R,7
0,0,0,0,0,200,Minnesota,Rouyn-Noranda Huskies [QMJHL],Alexandre Belanger,G,7
0,0,0,0,0,201,San Jose,Tartan H.S. (Minn.),Jake Jackson,C,7
24,22,82,32,46,202,Toronto,Frolunda Jrs. (Sweden),Andreas Johnsson,L,7
0,0,0,0,0,203,Nashville,Pelicans Jrs (Finland),Janne Juvonen,G,7
1,1,2,7,2,204,Washington,Medicine Hat Tigers [WHL],Tyler Lewington,D,7
0,0,0,0,0,205,Vancouver,London Knights [OHL],Miles Liberati,D,7
17,6,127,100,23,206,Florida,Halifax Mooseheads [QMJHL],MacKenzie Weegar,D,7
0,0,0,0,0,207,San Jose,Yaroslavl Lokomotiv [KHL],Emil Galimov,L,7
0,0,0,0,0,208,New Jersey,Shattuck St. Mary's (Minn H.S.),Anthony Brodeur,G,7
0,0,0,0,0,209,Pittsburgh,St. Michael's Buzzers [OJHL],Troy Josephs,C,7
0,0,0,0,0,210,Boston,Soo Greyhounds [OHL],Mitchell Dempsey,L,7
0,0,0,0,0,211,Chicago,Sodertalje SK [Swe-1],Robin Press,D,7
74,62,350,142,136,1,Edmonton,Sarnia Sting [OHL],Nail Yakupov,R,1
88,13,320,100,101,2,Columbus,Everett Silvertips [WHL],Ryan Murray,D,1
169,127,490,185,296,3,Montreal,Sarnia Sting [OHL],Alex Galchenyuk,C,1
2,0,37,26,2,4,NY Islanders,Edmonton Oil Kings [WHL],Griffin Reinhart,D,1
192,51,470,103,243,5,Toronto,Moose Jaw Warriors [WHL],Morgan Rielly,D,1
123,48,447,222,171,6,Anaheim,Rogle BK Angelholm [Swe-1],Hampus Lindholm,D,1
94,56,342,184,150,7,Minnesota,Red Deer Rebels [WHL],Matt Dumba,D,1
40,8,200,79,48,8,Pittsburgh,Portland Winterhawks [WHL],Derrick Pouliot,D,1
137,42,408,297,179,9,Winnipeg,U.S. National Development Team [USHL],Jacob Trouba,D,1
13,6,107,44,19,10,Tampa Bay,Peterborough Petes [OHL],Slater Koekkoek,D,1
160,145,395,171,305,11,Washington,Leksands IF [Swe-1],Filip Forsberg,L,1
42,22,217,30,64,12,Buffalo,Quebec Remparts [QMJHL],Mikhail Grigorenko,C,1
59,49,285,173,108,13,Dallas,Kitchener Rangers [OHL],Radek Faksa,C,1
70,49,420,120,119,14,Buffalo,Dubuque Fighting Saints [USHL],Zemgus Girgensons,C,1
86,32,440,88,118,15,Ottawa,Ottawa 67's [OHL],Cody Ceci,D,1
87,57,454,934,144,16,Washington,Plymouth Whalers [OHL],Tom Wilson,R,1
128,116,405,119,244,17,San Jose,Slavia Praha HC [Czech],Tomas Hertl,C,1
150,76,360,64,226,18,Chicago,Jokerit Helsinki [SM-liiga],Teuvo Teravainen,L,1
7,0,208,22,7,19,Tampa Bay,Ufa Tolpar (Russia),Andrei Vasilevskiy,G,1
48,31,272,146,79,20,Philadelphia,Oshawa Generals [OHL],Scott Laughton,C,1
26,31,152,45,57,21,Calgary,Stanstead College (Quebec),Mark Jankowski,C,1
82,25,362,98,107,22,Pittsburgh,London Knights [OHL],Olli Maatta,D,1
46,25,240,143,71,23,Florida,Dubuque Fighting Saints [USHL],Mike Matheson,D,1
0,0,45,6,0,24,Boston,Belleville Bulls [OHL],Malcolm Subban,G,1
5,0,42,12,5,25,St. Louis,Green Bay Gamblers [USHL],Jordan Schmaltz,D,1
9,6,117,45,15,26,Vancouver,Belleville Bulls [OHL],Brendan Gaunce,C,1
0,0,3,2,0,27,Phoenix,Edmonton Oil Kings [WHL],Henrik Samuelsson,C,1
72,17,247,129,89,28,NY Rangers,U.S. National Development Team [USHL],Brady Skjei,D,1
4,3,64,27,7,29,New Jersey,U.S. National Development Team [USHL],Stefan Matteau,C,1
83,87,388,105,170,30,Los Angeles,Barrie Colts [OHL],Tanner Pearson,L,1
0,0,4,0,0,31,Columbus,Brynas IF Gavle [SEL],Oscar Dansk,G,2
0,0,0,0,0,32,Edmonton,Edmonton Oil Kings [WHL],Mitch Moroz,L,2
0,0,0,0,0,33,Montreal,Frolunda HC [SEL],Sebastian Collberg,R,2
0,0,0,0,0,34,NY Islanders,Karpat [SM-liiga],Ville Pokka,D,2
0,0,0,0,0,35,Toronto,Guelph Storm [OHL],Matt Finn,D,2
0,0,3,0,0,36,Anaheim,U.S. National Development Team [USHL],Nicolas Kerdiles,L,2
26,17,127,34,43,37,Nashville,Djurgardens IF Stockholm [SEL],Pontus Aberg,L,2
27,14,150,58,41,38,Carolina,U. of Michigan [CCHA],Phil Di Giuseppe,L,2
0,0,0,0,0,39,Winnipeg,Saskatoon Blades [WHL],Lukas Sutter,C,2
0,0,0,0,0,40,Tampa Bay,Brampton Battalion [OHL],Dylan Blujus,D,2
0,0,0,0,0,41,Colorado,Plymouth Whalers [OHL],Mitchell Heard,C,2
0,2,2,2,2,42,Calgary,U.S. National Development Team [USHL],Patrick Sieloff,D,2
0,0,0,0,0,43,Dallas,MODO Hockey Ornskoldsvik [SEL],Ludwig Bystrom,D,2
47,14,274,153,61,44,Buffalo,U. of Wisconsin [WCHA],Jake McCabe,D,2
0,0,25,0,0,45,Philadelphia,Corpus Christi IceRays [NAHL],Anthony Stolarz,G,2
0,0,0,0,0,46,Minnesota,Baie-Comeau Drakkar [QMJHL],Raphael Bussieres,L,2
40,36,240,58,76,47,Carolina,Guelph Storm [OHL],Brock McGinn,L,2
0,0,0,0,0,48,Chicago,Rouyn-Noranda Huskies [QMJHL],Dillon Fournier,D,2
19,12,100,18,31,49,Detroit,Halifax Mooseheads [QMJHL],Martin Frk,R,2
40,37,265,93,77,50,Nashville,Kelowna Rockets [WHL],Colton Sissons,C,2
0,0,0,0,0,51,Montreal,Saskatoon Blades [WHL],Dalton Thrower,D,2
4,6,28,15,10,52,Pittsburgh,Shattuck St. Mary's [Minn. H.S],Teddy Blueger,C,2
0,0,0,0,0,53,Tampa Bay,Exeter Academy [NH H.S.],Brian Hart,R,2
0,0,0,0,0,54,Dallas,Prince Albert Raiders [WHL],Mike Winther,C,2
102,50,365,66,152,55,San Jose,London Knights [OHL],Chris Tierney,C,2
0,0,0,0,0,56,St. Louis,St. John's Prep [Mass. H.S.],Sam Kurker,R,2
0,0,0,0,0,57,Vancouver,Rimouski Oceanic [QMJHL],Alexandre Mallet,C,2
49,41,329,141,90,58,Phoenix,Vancouver Giants [WHL],Jordan Martinook,L,2
14,5,72,20,19,59,NY Rangers,Kent School [Conn. H.S.],"Cristoval ""Boo"" Nieves",C,2
103,29,361,212,132,60,New Jersey,Kelowna Rockets [WHL],Damon Severson,D,2
60,34,243,41,94,61,Dallas,Whitby Fury [OJHL],Devin Shore,C,2
0,0,90,2,0,62,Columbus,Jokerit Jrs. [Finland],Joonas Korpisalo,G,3
27,15,154,105,42,63,Edmonton,Prince George Spruce Kings [BCHL],Jujhar Khaira,L,3
0,0,0,0,0,64,Montreal,Kamloops Blazers [WHL],Tim Bozon,L,3
41,11,209,58,52,65,NY Islanders,Erie Otters [OHL],Adam Pelech,D,3
40,50,240,67,90,66,Nashville,South Shore [EJHL],Jimmy Vesey,L,3
2,3,29,10,5,67,St. Louis,Brother Rice H.S. [Mich. H.S.],Mackenzie MacEachern,L,3
0,0,0,0,0,68,Minnesota,Shattuck St. Mary's [Minn. H.S.],John Draeger,D,3
0,0,0,0,0,69,Carolina,Oshawa Generals [OHL],Daniel Altshuller,G,3
3,0,8,2,3,70,Winnipeg,Guelph Storm [OHL],Scott Kosmachuk,R,3
0,0,3,2,0,71,Tampa Bay,Guelph Storm [OHL],Tanner Richard,C,3
0,0,0,0,0,72,Colorado,Prince George Cougars [WHL],Troy Bourke,L,3
0,0,0,0,0,73,Buffalo,Saginaw Spirit [OHL],Justin Kea,C,3
53,24,239,79,77,74,Dallas,Jokerit Jrs. [Finland],Esa Lindell,D,3
0,0,12,2,0,75,Calgary,Indiana Ice [USHL],Jon Gillies,G,3
0,0,3,0,0,76,Ottawa,Calgary Hitmen [WHL],Chris Driedger,G,3
18,11,144,10,29,77,Washington,Regina Pats [WHL],Chandler Stephenson,C,3
141,46,298,103,187,78,Philadelphia,Union College [ECAC],Shayne Gostisbehere,D,3
0,0,0,0,0,79,Chicago,Nobles Prep [Mass. H.S.],Chris Calnan,R,3
0,0,0,0,0,80,Detroit,Saginaw Spirit [OHL],Jake Paterson,G,3
24,16,144,42,40,81,Pittsburgh,Skelleftea Jrs. [Sweden],Oskar Sundqvist,C,3
0,0,0,0,0,82,Ottawa,Owen Sound Attack [OHL],Jarrod Maidens,C,3
3,0,161,6,3,83,Pittsburgh,Soo Greyhounds [OHL],Matt Murray,G,3
0,0,0,0,0,84,Florida,Victoria Royals [WHL],Steven Hodges,C,3
27,6,129,92,33,85,Boston,U.S. National Development Team [USHL],Matt Grzelcyk,D,3
102,29,322,89,131,86,St. Louis,Fort McMurray Oil Barons [AJHL],Colton Parayko,D,3
8,0,317,26,8,87,Anaheim,Frolunda HC [SEL],Frederik Andersen,G,3
0,0,0,0,0,88,Phoenix,Moncton Wildcats [QMJHL],James Melindy,D,3
35,13,126,40,48,89,Nashville,Portland Winterhawks [WHL],Brendan Leipsic,L,3
0,0,0,0,0,90,New Jersey,Windsor Spitfires [OHL],Ben Johnson,L,3
0,0,0,0,0,91,Edmonton,Belleville Bulls [OHL],Daniil Zharkov,L,3
0,0,0,0,0,92,Pittsburgh,Kitchener Rangers [OHL],Matia Marcantuoni,C,4
68,22,155,44,90,93,Edmonton,Djurgardens IF Stockholm [SEL],Erik Gustafsson,D,4
0,0,0,0,0,94,Montreal,Windsor Spitfires [OHL],Brady Vail,C,4
47,64,241,195,111,95,Columbus,London Knights [OHL],Josh Anderson,R,4
0,0,3,4,0,96,New Jersey,Kitchener Rangers [OHL],Ben Thomson,L,4
1,6,28,6,7,97,Anaheim,Lincoln Stars [USHL],Kevin Roy,L,4
0,0,0,0,0,98,Minnesota,Nobles [Mass. H.S.],Adam Gilmour,C,4
0,0,0,0,0,99,Carolina,Frolunda Jrs. [Finland],Erik Karlsson,L,4
0,0,0,0,0,100,Washington,U.S. National Development Team [USHL],Thomas Di Pauli,C,4
27,40,316,303,67,101,Tampa Bay,Blainville-Boisbriand Armada [QMJHL],Cedric Paquette,C,4
0,0,0,0,0,102,Phoenix,Okotoks Oilers [AJHL],Rhett Holland,D,4
0,0,0,0,0,103,NY Islanders,Cape Breton Screaming Eagles [QMJHL],Loic Leduc,D,4
9,11,80,38,20,104,Dallas,Owen Sound Attack [OHL],Gemel Smith,C,4
20,8,158,72,28,105,Calgary,Vancouver Giants [WHL],Brett Kulak,D,4
0,0,0,0,0,106,Ottawa,Nobles [Mass H.S.],Tim Boyle,D,4
0,0,0,0,0,107,Washington,Notre Dame [CCHA],Austin Wuthrich,F,4
0,0,0,0,0,108,Anaheim,Chicoutimi Sagueneens [QMJHL],Andrew O'Brien,D,4
0,0,0,0,0,109,San Jose,Acadie-Bathurst Titan [QMJHL],Christophe Lalancette,R,4
57,73,248,87,130,110,Detroit,London Knights [OHL],Andreas Athanasiou,C,4
0,0,0,0,0,111,Philadelphia,Brynas Jrs. [Sweden],Fredric Larsson,D,4
0,0,0,0,0,112,Nashville,Shattuck St. Mary's [Minn. H.S.],Zachary Stepan,C,4
0,0,0,0,0,113,Pittsburgh,Powell River Kings [BCHL],Sean Maguire,G,4
0,0,0,0,0,114,Florida,Mytischi Jrs. [Russia],Alexander Delnov,L,4
0,0,4,7,0,115,Carolina,Mississauga St. Michael's Majors [OHL],Trevor Carrick,D,4
0,0,0,0,0,116,St. Louis,Everett Silvertips [WHL],Nick Walters,D,4
5,2,55,10,7,117,Philadelphia,Portland Winterhawks [WHL],Taylor Leier,L,4
0,0,0,0,0,118,Nashville,HIFK Jrs. [Finland],Mikko Vainonen,D,4
0,0,0,0,0,119,NY Rangers,Farjestad Jrs. [Sweden],Calle Andersson,D,4
92,23,309,48,115,120,Carolina,Chicago Steel [USHL],Jaccob Slavin,D,4
0,0,0,0,0,121,Los Angeles,CSKA Moscow [KHL],Nikolay Prokhorkin,L,4
26,13,110,56,39,122,Montreal,Chicoutimi Sagueneens [QMJHL],Charles Hudon,L,5
0,0,0,0,0,123,Edmonton,U. of Denver [WCHA],Joey Laleggia,D,5
0,0,0,0,0,124,Calgary,Quebec Remparts [QMJHL],Ryan Culkin,D,5
0,0,0,0,0,125,NY Islanders,Kimball Union [Mass. H.S.],Doyle Somerby,D,5
2,1,39,12,3,126,Toronto,Duluth East [Minn. H.S.],Dominic Toninato,C,5
0,0,0,0,0,127,Anaheim,Fargo Force [USHL],Brian Cooper,D,5
0,0,0,0,0,128,Minnesota,Lulea HF [SEL],Daniel Gunnarsson,D,5
0,0,7,7,0,129,Carolina,U. of Wisconsin [WCHA],Brendan Woods,C,5
5,0,212,4,5,130,Winnipeg,Odessa Jackalopes [NAHL],Connor Hellebuyck,G,5
11,8,79,24,19,131,Boston,London Knights [OHL],Seth Griffith,C,5
0,0,0,0,0,132,Colorado,Windsor Spitfires [OHL],Michael Clarke,C,5
0,0,0,0,0,133,Buffalo,Victoria Royals [WHL],Logan Nelson,C,5
0,0,0,0,0,134,Dallas,Seattle Thunderbirds [WHL],Branden Troock,R,5
0,0,0,0,0,135,New Jersey,Swift Current Broncos [WHL],Graham Black,C,5
0,0,0,0,0,136,Ottawa,Indiana Ice [USHL],Robbie Baillargeon,F,5
30,11,201,135,41,137,Washington,U.S. National Development Team [USHL],Connor Carrick,D,5
4,1,25,2,5,138,San Jose,St. Sebastian School [Mass. H.S.],Danny O'Regan,C,5
0,0,0,0,0,139,Chicago,Saginaw Spirit [OHL],Garret Ross,L,5
0,0,0,0,0,140,Detroit,Lincoln Stars [USHL],Mike McKee,D,5
0,0,0,0,0,141,Philadelphia,Merritt Centennials [BCHL],Reece Willcox,D,5
0,0,0,0,0,142,NY Rangers,Herning Blue Fox [Denmark],Thomas Spelling,R,5
0,0,0,0,0,143,Pittsburgh,Peterborough Petes [OHL],Clark Seymour,D,5
0,0,0,0,0,144,Dallas,Kalpa Jrs. [Finland],Henri Kiviaho,G,5
0,0,0,0,0,145,Boston,Plymouth Whalers [OHL],Cody Payne,C,5
0,0,0,0,0,146,St. Louis,Val d'Or Foreurs [QMJHL],Francois Tremblay,G,5
59,11,276,111,70,147,Vancouver,Nepean Raiders [CCHL],Ben Hutton,D,5
0,0,0,0,0,148,Phoenix,Blues Jrs. [Finland],Niklas Tikkinen,D,5
0,0,0,0,0,149,Chicago,Moose Jaw Warriors [WHL],Travis Brown,D,5
51,34,157,66,85,150,New Jersey,Coquitlam Express [BCHL],Alexander Kerfoot,C,5
77,22,250,191,99,151,Los Angeles,Soo Greyhounds [OHL],Colin Miller,D,5
0,0,0,0,0,152,Columbus,Rogle Jrs. [Sweden],Daniel Zaar,R,6
0,0,0,0,0,153,Edmonton,Cornell University [ECAC],John McCarron,F,6
0,0,0,0,0,154,Montreal,MODO Hockey Ornskoldsvik [SEL],Erik Nystrom,L,6
0,0,0,0,0,155,NY Islanders,Niagara IceDogs [OHL],Jesse Graham,D,6
56,43,253,44,99,156,Toronto,Erie Otters [OHL],Connor Brown,R,6
0,0,0,0,0,157,Toronto,London Knights [OHL],Ryan Rupert,C,6
1,0,9,8,1,158,Minnesota,Bern SC [Swiss-A],Christoph Bertschy,C,6
0,0,0,0,0,159,Carolina,U.S. National Development Team [USHL],Collin Olson,G,6
0,0,0,0,0,160,Winnipeg,Saskatoon Blades [WHL],Ryan Olsen,C,6
20,3,103,112,23,161,Tampa Bay,Owen Sound Attack [OHL],Jake Dotchin,D,6
18,8,80,68,26,162,Colorado,Owen Sound Attack [OHL],Joseph Blandisi,C,6
1,0,63,0,1,163,Buffalo,MODO Jrs. [Sweden],Linus Ullmark,G,6
0,0,0,0,0,164,Nashville,Huddinge Jrs. [Sweden],Simon Fernholm,D,6
0,0,0,0,0,165,Calgary,Swift Current Broncos [WHL],Coda Gordon,L,6
0,0,0,0,0,166,Ottawa,Quebec Remparts [QMJHL],Francois Brassard,G,6
0,0,3,0,0,167,Washington,U.S. National Development Team [USHL],Riley Barber,F,6
0,0,0,0,0,168,San Jose,Sioux City Musketeers [USHL],Cliff Watson,D,6
49,29,178,47,78,169,Chicago,Waterloo Black Hawks [USHL],Vinny Hinostroza,C,6
0,0,0,0,0,170,Detroit,Toronto Lakeshore Patriots [OJHL],James De Haas,D,6
5,2,27,2,7,171,Los Angeles,Gatineau Olympiques [QMJHL],Tomas Hyka,R,6
0,0,0,0,0,172,Nashville,Farjestads BK Karlstad [SEL],Max Gortz,R,6
0,0,0,0,0,173,Pittsburgh,Shawinigan Cataractes [QMJHL],Anton Zlobin,L,6
0,0,0,0,0,174,Florida,Rimouski Oceanic [QMJHL],Francis Beauvillier,C,6
39,14,205,111,53,175,Boston,Spruce Grove Saints [AJHL],Matt Benning,D,6
1,2,40,37,3,176,St. Louis,Jokerit Jrs. [Finland],Petteri Lindbohm,D,6
0,0,0,0,0,177,Vancouver,Victoria Grizzlies [BCHL],Wesley Myron,F,6
0,0,0,0,0,178,Phoenix,Shattuck St. Mary's [Minn. H.S.],Hunter Fejes,L,6
1,0,31,0,1,179,Nashville,Plzen HC [Czech],Marek Mazanec,G,6
0,0,0,0,0,180,New Jersey,Owen Sound Attack [OHL],Artur Gavrus,C,6
12,5,67,22,17,181,Los Angeles,Lincoln Stars [USHL],Paul Ladue,D,6
0,0,0,0,0,182,Columbus,Soo Greyhounds [OHL],Gianluca Curcuruto,D,7
0,0,0,0,0,183,Dallas,UMass-Lowell [H-East],Dmitry Sinitsyn,D,7
0,0,2,0,0,184,Phoenix,Pardubice Jrs. [Czech Rep.],Marek Langhamer,G,7
0,0,0,0,0,185,NY Islanders,Grand Rapids H.S. [Minn. H.S.],Jake Bischoff,D,7
0,0,0,0,0,186,Calgary,Muskegon Lumberjacks [USHL],Matt DeBlouw,F,7
0,0,0,0,0,187,Anaheim,Calgary Hitmen [WHL],Kenton Helgesen,L,7
0,0,0,0,0,188,Minnesota,Edina H.S. [Minn. H.S.],Louis Nanne,L,7
0,0,0,0,0,189,Carolina,Malden Catholic [Mass. H.S.],Brendan Collier,L,7
0,0,0,0,0,190,Winnipeg,Toronto Jr. Canadiens [OJHL],Jamie Phillips,G,7
0,0,0,0,0,191,Chicago,Victoriaville Tigres [QMJHL],Brandon Whitney,G,7
0,0,1,0,0,192,Colorado,Kamloops Blazers [WHL],Colin Smith,C,7
0,0,5,4,0,193,Buffalo,Belleville Bulls [OHL],Brady Austin,D,7
0,0,0,0,0,194,Florida,Linkoping Jrs. [Sweden],Jonatan Nielsen,D,7
20,4,108,14,24,195,Washington,Brynas Jrs. [Sweden],Christian Djoos,D,7
0,0,0,0,0,196,Ottawa,Mora IK [Swe-1],Mikael Wikstrand,D,7
0,0,0,0,0,197,Washington,Calgary Hitmen [WHL],Jaynen Rissling,D,7
16,3,106,23,19,198,San Jose,Cornell University [ECAC],Joakim Ryan,D,7
0,0,0,0,0,199,Chicago,Sherwood Park Crusaders [AJHL],Matt Tomkins,G,7
0,0,0,0,0,200,Detroit,Osterlunds [Sweden],Rasmus Bodin,L,7
0,0,0,0,0,201,Philadelphia,Spartak Jrs. [Russia],Valeri Vasiliev,D,7
0,0,0,0,0,202,Tampa Bay,CSKA Moscow [KHL],Nikita Gusev,F,7
0,0,0,0,0,203,Washington,Novokuznetsk Jrs. [Russia],Sergey Kostenko,G,7
0,0,0,0,0,204,Buffalo,Duluth Marshall [Minn. H.S.],Judd Peterson,R,7
0,0,0,0,0,205,Boston,Fargo Force [USHL],Colton Hargrove,L,7
0,0,0,0,0,206,St. Louis,Brandon Wheat Kings [WHL],Tyrel Seaman,C,7
0,0,0,0,0,207,Vancouver,Exeter [N.H. H.S.],Matthew Beattie,R,7
0,0,0,0,0,208,Phoenix,Shawinigan Cataractes [QMJHL],Justin Hache,D,7
2,0,4,0,2,209,Toronto,Sodertalje SK [Swe-1],Viktor Loov,D,7
4,1,43,14,5,210,Anaheim,U. of Nebraska-Omaha [WCHA],Jaycob Megna,D,7
0,0,0,0,0,211,Los Angeles,Windsor Spitfires [OHL],Nick Ebert,D,7
235,147,539,168,382,1,Edmonton,Red Deer Rebels [WHL],Ryan Nugent-Hopkins,C,1
239,177,579,442,416,2,Colorado,Kitchener Rangers [OHL],Gabriel Landeskog,L,1
234,125,467,221,359,3,Florida,Saint John Sea Dogs [QMJHL],Jonathan Huberdeau,L,1
101,20,498,288,121,4,New Jersey,Skelleftea AIK [SEL],Adam Larsson,D,1
118,77,421,220,195,5,NY Islanders,Niagara IceDogs [OHL],Ryan Strome,C,1
174,135,491,141,309,6,Ottawa,Djurgardens IF Stockholm [SEL],Mika Zibanejad,C,1
220,151,448,180,371,7,Winnipeg,Barrie Colts [OHL],Mark Scheifele,C,1
209,134,578,225,343,8,Philadelphia,Drummondville Voltigeurs [QMJHL],Sean Couturier,C,1
177,82,505,323,259,9,Boston,Niagara IceDogs [OHL],Dougie Hamilton,D,1
90,28,486,138,118,10,Minnesota,Farjestads BK Karlstad [SEL],Jonas Brodin,D,1
1,1,20,25,2,11,Colorado,Saskatoon Blades [WHL],Duncan Siemens,D,1
35,8,175,54,43,12,Carolina,Kitchener Rangers [OHL],Ryan Murphy,D,1
70,66,285,74,136,13,Calgary,Portland Winterhawks [WHL],Sven Baertschi,L,1
33,15,244,214,48,14,Dallas,Northeastern University [H-East],Jamie Oleksiak,D,1
142,95,435,186,237,15,NY Rangers,U.S. National Development Team [USHL],J.T. Miller,C,1
42,39,237,68,81,16,Buffalo,Assat Pori [SM-liiga],Joel Armia,R,1
70,11,332,227,81,17,Montreal,Saint John Sea Dogs [QMJHL],Nathan Beaulieu,D,1
0,0,2,0,0,18,Chicago,Prince Albert Raiders [WHL],Mark McNeill,C,1
93,29,316,50,122,19,Edmonton,Farjestads BK Karlstad [SEL],Oscar Klefbom,D,1
56,20,386,219,76,20,Phoenix,U.S. National Development Team [USHL],Connor Murphy,D,1
21,24,159,88,45,21,Ottawa,Plymouth Whalers [OHL],Stefan Noesen,R,1
0,0,0,0,0,22,Toronto,U.S. National Development Team [USHL],Tyler Biggs,R,1
23,9,162,62,32,23,Pittsburgh,Portland Winterhawks [WHL],Joe Morrow,D,1
5,11,87,30,16,24,Ottawa,Peterborough Petes [OHL],Matt Puempel,L,1
3,0,12,2,3,25,Toronto,Mississauga St. Michael's Majors [OHL],Stuart Percy,D,1
91,37,268,122,128,26,Chicago,Victoriaville Tigres [QMJHL],Phillip Danault,C,1
92,66,360,182,158,27,Tampa Bay,London Knights [OHL],Vladislav Namestnikov,C,1
0,0,0,0,0,28,Minnesota,Saint John Sea Dogs [QMJHL],Zack Phillips,C,1
3,3,31,10,6,29,Vancouver,Oshawa Generals [OHL],Nicklas Jensen,R,1
127,114,382,84,241,30,Anaheim,Plymouth Whalers [OHL],Rickard Rakell,L,1
2,0,4,2,2,31,Edmonton,Vancouver Giants [WHL],David Musil,D,2
17,13,99,12,30,32,St. Louis,Portland Winterhawks [WHL],Ty Rattie,R,2
13,10,90,18,23,33,Florida,U.S. National Development Team [USHL],Rocco Grimaldi,C,2
32,9,162,166,41,34,NY Islanders,Youngstown Phantoms [USHL],Scott Mayfield,D,2
28,22,201,60,50,35,Detroit,Saint John Sea Dogs [QMJHL],Tomas Jurco,L,2
20,4,90,49,24,36,Chicago,Boston University [H-East],Adam Clendening,D,2
97,102,419,267,199,37,Columbus,Oshawa Generals [OHL],Boone Jenner,C,2
0,0,4,0,0,38,Nashville,Almtuna IS [Swe-1],Magnus Hellberg,G,2
3,0,236,24,3,39,Anaheim,U.S. National Development Team [USHL],John Gibson,G,2
0,0,9,2,0,40,Boston,Windsor Spitfires [OHL],Alexander Khokhlachev,C,2
