A,G,GP,PIM,Pts,draft_num,draft_team,junior_team,name,pos,round_num
0,0,0,0,0,178,Tampa Bay,Yaroslavl Jrs (Russia),Oleg Sosunov,D,6
0,0,0,0,0,179,Toronto,London Knights [OHL],Nicolas Mattinen,D,6
0,0,0,0,0,180,San Jose,North Bay Battalion [OHL],Mark Shoemaker,D,6
0,0,0,0,0,181,Pittsburgh,U. of Connecticut [H-East],Joe Masonius,D,6
0,0,0,0,0,182,Toronto,MVD Jrs (Russia),Nikolai Chebykin,L,7
0,0,0,0,0,183,Edmonton,Providence College [H-East],Vincent Desharnais,D,7
0,0,0,0,0,184,Vancouver,Portland Winterhawks [WHL],Rodrigo Abols,C,7
0,0,0,0,0,185,Columbus,Kelowna Rockets [WHL],Calvin Thurkauf,C,7
0,0,0,0,0,186,Calgary,Ottawa 67's [OHL],Stepan Falkovsky,D,7
0,0,0,0,0,187,Montreal,AIK Jrs (Sweden),Arvid Henrikson,D,7
0,0,0,0,0,188,Arizona,Portage Terriers [MJHL],Dean Stewart,D,7
0,0,0,0,0,189,Buffalo,Mississauga Steelheads [OHL],Austin Osmanski,D,7
0,0,0,0,0,190,Buffalo,SKA Jrs (Russia),Vasili Glotov,C,7
0,0,0,0,0,191,Colorado,Ottawa 67's [OHL],Travis Barron,L,7
0,0,0,0,0,192,New Jersey,Bloomington Thunder [USHL],Jeremy Davies,D,7
0,0,0,0,0,193,NY Islanders,U.S. National Development Team [USHL],Nick Pastujov,L,7
0,0,0,0,0,194,Vancouver,North Bay Battalion [OHL],Brett McKenzie,C,7
0,0,0,0,0,195,Florida,Kimball Union (H.S.),Benjamin Finkelstein,D,7
0,0,0,0,0,196,Minnesota,Sudbury Wolves [OHL],Dmitry Sokolov,R,7
0,0,0,0,0,197,Detroit,Malmo Jrs (Sweden),Mattias Elfstrom,L,7
0,0,0,0,0,198,Nashville,Bowling Green State University [WCHA],Adam Smith,D,7
0,0,0,0,0,199,Philadelphia,Djurgarden Jrs (Sweden),David Bernhardt,D,7
0,0,0,0,0,200,NY Islanders,Medicine Hat Tigers [WHL],David Quenneville,D,7
0,0,0,0,0,201,NY Rangers,Vancouver Giants [WHL],Ty Ronning,R,7
0,0,0,0,0,202,Los Angeles,Owen Sound Attack [OHL],Jacob Friend,D,7
0,0,0,0,0,203,Chicago,Waterloo Black Hawks [USHL],Jake Ryczek,D,7
0,0,0,0,0,204,Minnesota,Kelowna Rockets [WHL],Brayden Chizen,D,7
0,0,0,0,0,205,Anaheim,Victoria Royals [WHL],Tyler Soy,C,7
0,0,0,0,0,206,Tampa Bay,Halifax Mooseheads [QMJHL],Otto Somppi,C,7
0,0,0,0,0,207,Washington,Wilkes-Barre/Scranton Knights [NAHL],Dmitriy Zaitsev,D,7
0,0,0,0,0,208,Tampa Bay,Waterloo Black Hawks [USHL],Ryan Lohin,C,7
0,0,0,0,0,209,St. Louis,Rodovre Mighty Bulls [Denmark],Nikolaj Krag-Christensen,L,7
0,0,0,0,0,210,San Jose,Malmo Jrs. (Sweden),Joachim Blichfeld,L,7
0,0,0,0,0,211,St. Louis,Litvinov Jrs (Czech Rep.),Filip Helt,L,7
244,128,287,90,372,1,Edmonton,Erie Otters [OHL],Connor McDavid,C,1
158,101,286,102,259,2,Buffalo,Boston University [H-East],Jack Eichel,C,1
43,24,106,28,67,3,Arizona,Erie Otters [OHL],Dylan Strome,C,1
157,67,241,86,224,4,Toronto,London Knights [OHL],Mitch Marner,R,1
93,23,319,81,116,5,Carolina,Boston College [H-East],Noah Hanifin,D,1
47,29,201,64,76,6,New Jersey,Sarnia Sting [OHL],Pavel Zacha,C,1
67,30,246,86,97,7,Philadelphia,Brandon Wheat Kings [WHL],Ivan Provorov,D,1
90,38,237,48,128,8,Columbus,U. of Michigan [Big-10],Zach Werenski,D,1
54,54,193,116,108,9,San Jose,Halifax Mooseheads [QMJHL],Timo Meier,R,1
129,80,239,112,209,10,Colorado,TPS Turku [SM-liiga],Mikko Rantanen,R,1
21,17,164,122,38,11,Florida,Kingston Frontenacs [OHL],Lawson Crouse,L,1
3,1,22,0,4,12,Dallas,Tolyatti (Russia Jrs.),Denis Gurianov,R,1
0,0,2,0,0,13,Boston,Saint John Sea Dogs [QMJHL],Jakub Zboril,D,1
42,43,138,37,85,14,Boston,Swift Current Broncos [WHL],Jake DeBrusk,L,1
0,1,2,0,1,15,Boston,Soo Greyhounds [OHL],Zachary Senyshyn,R,1
107,40,166,82,147,16,NY Islanders,Seattle Thunderbirds [WHL],Mathew Barzal,C,1
61,67,178,38,128,17,Winnipeg,Youngstown Phantoms [USHL],Kyle Connor,L,1
57,23,134,46,80,18,Ottawa,Saint John Sea Dogs [QMJHL],Thomas Chabot,D,1
2,2,16,8,4,19,Detroit,Cape Breton Screaming Eagles [QMJHL],Evgeny Svechnikov,R,1
21,16,148,46,37,20,Minnesota,Farjestads BK Karlstad [SweHL],Joel Eriksson Ek,C,1
31,16,94,32,47,21,Ottawa,U.S. National Development Team [USHL],Colin White,C,1
0,0,0,0,0,22,Washington,Magnitogorsk-2 (Russia Jrs.),Ilya Samsonov,G,1
57,59,140,38,116,23,Vancouver,Waterloo Black Hawks [USHL],Brock Boeser,R,1
65,59,233,135,124,24,Philadelphia,Ottawa 67's [OHL],Travis Konecny,R,1
24,14,109,6,38,25,Winnipeg,U.S. National Development Team [USHL],Jack Roslovic,C,1
6,2,44,10,8,26,Montreal,Everett Silvertips [WHL],Noah Juulsen,D,1
5,0,53,18,5,27,Anaheim,Frolunda Jrs. (Sweden),Jacob Larsson,D,1
40,48,218,34,88,28,NY Islanders,Shawinigan Cataractes [QMJHL],Anthony Beauvillier,L,1
3,0,17,6,3,29,Columbus,Linkopings Jrs. (Sweden),Gabriel Carlsson,D,1
0,0,1,2,0,30,Arizona,Kelowna Rockets [WHL],Nick Merkley,R,1
0,0,0,0,0,31,San Jose,Sherbrooke Phoenix [QMJHL],Jeremy Roy,D,2
25,29,157,41,54,32,Arizona,U.S. National Development Team [USHL],Christian Fischer,R,2
0,0,0,0,0,33,Tampa Bay,Saginaw Spirit [OHL],Mitchell Stephens,C,2
25,5,101,30,30,34,Toronto,Erie Otters [OHL],Travis Dermott,D,2
114,83,242,76,197,35,Carolina,Karpat [SM-liiga],Sebastian Aho,C,2
0,0,0,0,0,36,Ottawa,Victoriaville Tigres [QMJHL],Gabriel Gagne,R,2
24,8,230,151,32,37,Boston,Tri-City Americans [WHL],Brandon Carlo,D,2
0,0,0,0,0,38,Columbus,Portland Winterhawks [WHL],Paul Bittner,L,2
5,1,37,47,6,39,Colorado,Boston University [H-East],A.J. Greer,L,2
0,0,0,0,0,40,Colorado,Baie-Comeau Drakkar [QMJHL],Nicolas Meloche,D,2
0,0,0,0,0,41,NY Rangers,Seattle Thunderbirds [WHL],Ryan Gropp,L,2
0,0,23,0,0,42,New Jersey,Barrie Colts [OHL],Mackenzie Blackwood,G,2
11,5,58,58,16,43,Los Angeles,Kosice HC [Slovak],Erik Cernak,D,2
0,0,0,0,0,44,Tampa Bay,Peterborough Petes [OHL],Matthew Spencer,D,2
6,3,29,2,9,45,Boston,Omaha Lancers [USHL],Jakob Forsbacka-Karlsson,C,2
10,18,89,10,28,46,Pittsburgh,Charlottetown Islanders [QMJHL],Daniel Sprong,R,2
0,0,0,0,0,47,Winnipeg,Prince George Cougars [WHL],Jansen Harkins,L,2
3,2,25,8,5,48,Ottawa,Charlottetown Islanders [QMJHL],Filip Chlapik,C,2
13,9,58,24,22,49,Dallas,Ilves Tampere [SM-liiga],Roope Hintz,L,2
13,12,87,29,25,50,Minnesota,U.S. National Development Team [USHL],Jordan Greenway,L,2
6,0,29,14,6,51,Buffalo,Prince Albert Raiders [WHL],Brendan Guhle,D,2
0,1,16,2,1,52,Boston,Rouyn-Noranda Huskies [QMJHL],Jeremy Lauzon,D,2
17,2,90,27,19,53,Calgary,Barrie Colts [OHL],Rasmus Andersson,D,2
0,0,0,0,0,54,Chicago,Niagara IceDogs [OHL],Graham Knott,C,2
0,0,0,0,0,55,Nashville,Gatineau Olympiques [QMJHL],Yakov Trenin,C,2
42,17,153,65,59,56,St. Louis,Niagara IceDogs [OHL],Vince Dunn,D,2
4,0,26,10,4,57,Washington,Zurich SC [Swiss-A],Jonas Siegenthaler,D,2
0,0,4,4,0,58,Columbus,HV71 Jrs (Sweden),Kevin Stenlund,C,2
0,0,0,0,0,59,Anaheim,Jyp Jrs (Finland),Julius Nattinen,C,2
5,3,39,10,8,60,Calgary,Farjestads BK Karlstad [SweHL],Oliver Kylington,D,2
0,0,0,0,0,61,Toronto,U.S. National Development Team [USHL],Jeremy Bracco,R,2
0,0,0,0,0,62,NY Rangers,AIK [Swe-1],Robin Kovacs,R,3
0,0,3,0,0,63,Arizona,Sudbury Wolves [OHL],Kyle Capobianco,D,3
0,0,0,0,0,64,Tampa Bay,Shawinigan Cataractes [QMJHL],Dennis Yan,L,3
0,0,0,0,0,65,Toronto,Lethbridge Hurricanes [WHL],Andrew Nielsen,D,3
0,0,8,0,0,66,Vancouver,Acadie-Bathurst Titan [QMJHL],Guillaume Brisebois,D,3
0,0,3,0,0,67,New Jersey,Soo Greyhounds [OHL],Blake Speers,C,3
0,0,0,0,0,68,Toronto,Riga Jrs. (Russia),Martins Dzierkals,R,3
0,0,0,0,0,69,Columbus,Seattle Thunderbirds [WHL],Keegan Kolesar,R,3
0,0,0,0,0,70,Philadelphia,Brynas Jrs. (Sweden),Felix Sandstrom,G,3
0,0,0,0,0,71,Colorado,Rouyn-Noranda Huskies [QMJHL],Jean-Christophe Beaudin,R,3
26,24,100,40,50,72,Tampa Bay,Oshawa Generals [OHL],Anthony Cirelli,C,3
0,0,0,0,0,73,Detroit,Green Bay Gamblers [USHL],Vili Saarijarvi,D,3
0,0,0,0,0,74,Los Angeles,St. Petersburg Jrs. (Russia),Alexander Dergachyov,C,3
0,0,0,0,0,75,Boston,Kladno Jrs. (Czech Rep.),Daniel Vladar,G,3
0,0,17,0,0,76,Arizona,Portland Winterhawks [WHL],Adin Hill,G,3
1,0,11,0,1,77,Florida,Blainville-Boisbriand Armada [QMJHL],Samuel Montembeault,G,3
0,0,0,0,0,78,Winnipeg,Cedar Rapids RoughRiders [USHL],Erik Foley,L,3
0,0,0,0,0,79,NY Rangers,Regina Pats [WHL],Sergey Zborovskiy,D,3
0,0,0,0,0,80,Anaheim,Green Bay Gamblers [USHL],Brent Gates,C,3
0,0,0,0,0,81,Arizona,U.S. National Development Team [USHL],Brendan Warren,L,3
0,0,0,0,0,82,NY Islanders,Oshawa Generals [OHL],Mitchell Vande Sompel,D,3
0,0,0,0,0,83,Arizona,Brynas IF Gavle [SweHL],Jens Looke,R,3
0,0,0,0,0,84,Anaheim,Kamloops Blazers [WHL],Deven Sideroff,R,3
0,0,0,0,0,85,Nashville,Waterloo Black Hawks [USHL],Tom Novak,C,3
0,0,0,0,0,86,San Jose,Lawrence Academy (Mass H.S.),Mike Robinson,G,3
0,0,0,0,0,87,Montreal,Djurgardens Jrs. (Sweden),Lukas Vejdemo,C,3
0,0,0,0,0,88,Florida,Owen Sound Attack [OHL],Thomas Schemitsch,D,3
0,0,0,0,0,89,NY Rangers,Assat Pori [SM-liiga],Aleksi Saarela,C,3
0,0,0,0,0,90,Philadelphia,Topeka Roadrunners [NAHL],Matej Tomek,G,3
0,0,1,2,0,91,Chicago,Chicago Steel [USHL],Dennis Gilbert,D,3
0,0,4,0,0,92,Buffalo,Moorhead (Minn. H.S.),Will Borgen,D,4
0,0,0,0,0,93,Carolina,Quebec Remparts [QMJHL],Callum Booth,G,4
0,0,0,0,0,94,St. Louis,Red Deer Rebels [WHL],Adam Musil,C,4
0,0,0,0,0,95,Toronto,MODO Jrs. (Sweden),Jesper Lindgren,D,4
0,0,7,2,0,96,Carolina,Chicoutimi Sagueneens [QMJHL],Nicolas Roy,C,4
0,0,3,2,0,97,New Jersey,Soo Greyhounds [OHL],Colton White,D,4
0,0,0,0,0,98,Philadelphia,Saint John Sea Dogs [QMJHL],Samuel Dove-McFalls,C,4
9,12,62,16,21,99,Los Angeles,Regina Pats [WHL],Austin Wagner,L,4
0,0,1,0,0,100,Nashville,Val d'Or Foreurs [QMJHL],Anthony Richard,L,4
2,1,10,12,3,101,Colorado,Moscow Dynamo [KHL],Andrei Mironov,D,4
24,24,148,28,48,102,Florida,Zurich SC [Swiss-A],Denis Malgin,C,4
0,0,0,0,0,103,Dallas,London Knights [OHL],Chris Martenet,D,4
1,1,15,2,2,104,Philadelphia,Ufa Jrs (Russia),Mikhail Vorobyov,C,4
0,0,0,0,0,105,Boston,Regina Pats [WHL],Jesse Gabrielle,L,4
0,0,0,0,0,106,San Jose,Spokane Chiefs [WHL],Adam Helewka,L,4
10,5,40,6,15,107,Ottawa,Muskegon Lumberjacks [USHL],Christian Wolanin,D,4
0,0,0,0,0,108,Winnipeg,Pardubice HC [Czech],Michael Spacek,R,4
0,0,0,0,0,109,Ottawa,HV71 Jrs. (Sweden),Filip Ahl,L,4
0,0,0,0,0,110,Detroit,Linkopings Jrs. (Sweden),Joren Van Pottelberghe,G,4
0,0,0,0,0,111,Minnesota,Liberic Jrs. (Czech Rep.),Ales Stezka,G,4
0,0,0,0,0,112,NY Islanders,Tri-City Americans [WHL],Parker Wotherspoon,D,4
0,0,0,0,0,113,NY Rangers,Prince George Cougars [WHL],Brad Morrison,C,4
0,0,0,0,0,114,Vancouver,Omsk Jrs. (Russia),Dmitry Zhukenov,C,4
0,0,2,0,0,115,Nashville,Gatineau Olympiques [QMJHL],Alexandre Carrier,D,4
0,0,0,0,0,116,St. Louis,Swift Current Broncos [WHL],Glenn Gawdin,C,4
5,1,17,6,6,117,Edmonton,U.S. National Development Team [USHL],Caleb Jones,D,4
0,0,0,0,0,118,Tampa Bay,KalPa Kuopio [SM-liiga],Jonne Tammela,C,4
0,0,0,0,0,119,NY Rangers,Djurgardens Jrs. (Sweden),Daniel Bernhardt,R,4
13,13,70,26,26,120,Tampa Bay,Saint John Sea Dogs [QMJHL],Mathieu Joseph,R,4
0,0,0,0,0,121,Chicago,Boston College High (Mass. H.S.),Ryan Shea,D,4
0,0,0,0,0,122,Buffalo,Kelowna Rockets [WHL],Devante Stephens,D,5
5,13,47,12,18,123,Arizona,Moncton Wildcats [QMJHL],Conor Garland,R,5
3,1,18,10,4,124,Edmonton,Seattle Thunderbirds [WHL],Ethan Bear,D,5
0,0,0,0,0,125,Toronto,Quebec Remparts [QMJHL],Dmytro Timashov,L,5
0,0,0,0,0,126,Carolina,Noble/Greenough (Mass. H.S.),Luke Stevens,L,5
0,0,0,0,0,127,St. Louis,Kalpa Jrs. (Finland),Niko Mikkola,D,5
0,0,0,0,0,128,Philadelphia,Chomutov Jrs. (Czech Rep.),David Kase,R,5
0,0,0,0,0,129,Columbus,Prince George Cougars [WHL],Sam Ruopp,D,5
0,0,0,0,0,130,San Jose,Riga Jrs. (Russia),Karlis Cukste,D,5
0,0,0,0,0,131,Montreal,Medicine Hat Tigers [WHL],Matt Bradley,C,5
0,0,0,0,0,132,Florida,Culver Academy (Indiana H.S.),Karch Bachman,L,5
0,0,0,0,0,133,Dallas,Muskegon Lumberjacks [USHL],Joseph Cecconi,D,5
0,0,0,0,0,134,Los Angeles,Sudbury Wolves [OHL],Matt Schmalz,R,5
0,0,0,0,0,135,Minnesota,Novokuznetsk Metallurg [KHL],Kirill Kaprizov,L,5
0,0,0,0,0,136,Calgary,Calgary Hitmen [WHL],Pavel Karnaukhov,L,5
30,12,109,34,42,137,Pittsburgh,Plzen HC [Czech],Dominik Simon,C,5
0,0,0,0,0,138,Carolina,Saint John Sea Dogs [QMJHL],Spencer Smallman,R,5
9,1,63,27,10,139,Ottawa,Lulea Jrs. (Sweden),Christian Jaros,D,5
0,0,0,0,0,140,Detroit,Youngstown Phantoms [USHL],Chase Pearson,C,5
0,0,0,0,0,141,Columbus,Blues Jrs. (Finland),Veeti Vainio,D,5
9,5,36,10,14,142,San Jose,Stavanger Oilers [Norway],Rudolfs Balcers,L,5
0,0,0,0,0,143,Washington,Regina Pats [WHL],Connor Hobbs,D,5
0,0,0,0,0,144,Vancouver,Sherbrooke Phoenix [QMJHL],Carl Neill,D,5
0,0,0,0,0,145,Nashville,Pardubice Jrs. (Czech Rep.),Karel Vejmelka,G,5
0,0,0,0,0,146,St. Louis,U.S. National Development Team [USHL],Luke Opilka,G,5
0,0,0,0,0,147,NY Islanders,Brandon Wheat Kings [WHL],Ryan Pilon,D,5
9,4,34,2,13,148,Anaheim,U.S. National Development Team [USHL],Troy Terry,R,5
7,5,61,18,12,149,Vancouver,Cedar Rapids RoughRiders [USHL],Adam Gaudette,C,5
0,0,0,0,0,150,Tampa Bay,Sioux City Musketeers [USHL],Ryan Zuhlsdorf,D,5
0,0,0,0,0,151,Chicago,Kosice HC [Slovak],Radovan Bondra,R,5
0,0,0,0,0,152,Buffalo,Lethbridge Hurricanes [WHL],Giorgio Estephan,C,6
0,0,0,0,0,153,Tampa Bay,Omaha Lancers [USHL],Kris Oldham,G,6
0,0,0,0,0,154,Edmonton,South Shore Kings [USPHL-Pr],John Marino,D,6
0,0,0,0,0,155,Toronto,Oshawa Generals [OHL],Stephen Desrocher,D,6
0,0,0,0,0,156,Carolina,Kimball Union (N.H. H.S.),Jake Massie,D,6
8,5,51,31,13,157,New Jersey,Merrimack College [H-East],Brett Seney,C,6
0,0,6,0,0,158,Philadelphia,Sioux Falls Stampede [USHL],Cooper Marody,C,6
0,0,0,0,0,159,Columbus,Yaroslavl Lokomotiv [KHL],Vladislav Gavrikov,D,6
0,0,0,0,0,160,San Jose,Wausau West (Wisc. H.S.),Adam Parsells,D,6
0,0,0,0,0,161,Colorado,Drummondville Voltigeurs [QMJHL],Sergei Boikov,D,6
0,0,0,0,0,162,Florida,Tri-City Storm [USHL],Chris Wilkie,R,6
0,0,0,0,0,163,Dallas,JYP Jrs (Finland),Markus Ruusu,G,6
0,0,0,0,0,164,Chicago,Barrie Colts [OHL],Roy Radke,R,6
0,0,0,0,0,165,Boston,U. of Wisconsin [Big-10],Cameron Hughes,C,6
5,8,54,14,13,166,Calgary,Barrie Colts [OHL],Andrew Mangiapane,L,6
0,0,0,0,0,167,Pittsburgh,Western Michigan University [NCHC],Frederik Tiffels,F,6
7,3,36,4,10,168,Winnipeg,Tri-City Storm [USHL],Mason Appleton,C,6
0,0,0,0,0,169,Carolina,Cushing Academy (Mass. H.S.),David Cotton,C,6
0,0,0,0,0,170,Detroit,Boston Advantage U18,Patrick Holway,D,6
0,0,0,0,0,171,Minnesota,U.S. National Development Team [USHL],Nick Boka,D,6
0,0,0,0,0,172,NY Islanders,Lawrenceville (N.J. H.S.),AnDong Song,D,6
0,0,0,0,0,173,Washington,Regina Pats [WHL],Colby Williams,D,6
0,0,0,0,0,174,Vancouver,Trinec Ocelari HC [Czech],Lukas Jasek,R,6
0,0,0,0,0,175,Nashville,Harvard University [ECAC],Tyler Moy,F,6
0,0,0,0,0,176,St. Louis,Owen Sound Attack [OHL],Liam Dunda,R,6
0,0,0,0,0,177,Montreal,Rimouski Oceanic [QMJHL],Simon Bourque,D,6
0,0,0,0,0,178,Anaheim,U.S. National Development Team [USHL],Steven Ruggiero,D,6
0,0,0,0,0,179,Anaheim,Madison Capitols [USHL],Garrett Metcalf,G,6
0,0,0,0,0,180,Tampa Bay,Saint John Sea Dogs [QMJHL],Bokondji Imama,L,6
0,0,0,0,0,181,Chicago,HPK Hameenlinna [SM-liiga],Joni Tuulola,D,6
0,0,0,0,0,182,Buffalo,Minnesota Wilderness [NAHL],Ivan Chukarov,D,7
0,0,0,0,0,183,Arizona,Linkoping Jrs (Sweden),Erik Kallgren,G,7
0,0,0,0,0,184,NY Rangers,Slovakia U-18,Adam Huska,G,7
0,0,0,0,0,185,Toronto,Sarnia Sting [OHL],Nikita Korostelev,R,7
0,0,0,0,0,186,Carolina,Peterborough Petes [OHL],Steven Lorentz,C,7
0,0,0,0,0,187,Los Angeles,Victoria Royals [WHL],Chaz Reddekopp,D,7
0,0,0,0,0,188,Philadelphia,Nizhnekamsk Jrs (Russia),Ivan Fedotov,G,7
37,14,207,26,51,189,Columbus,Karpat [SM-liiga],Markus Nutivaara,D,7
0,0,0,0,0,190,San Jose,Langley Rivermen [BCHL],Marcus Vela,C,7
0,0,0,0,0,191,Colorado,Rogle Jrs. (Sweden),Gustav Olhaver,C,7
0,0,0,0,0,192,Florida,Kimball Union (Minn. H.S.),Patrick Shea,C,7
0,0,0,0,0,193,San Jose,Lone Star Brahmas [NAHL],Jake Kupsky,G,7
4,2,25,8,6,194,Los Angeles,Michigan Tech [WCHA],Matt Roy,D,7
0,0,0,0,0,195,Boston,Mahtomedi (Minn. H.S.),Jack Becker,C,7
0,0,0,0,0,196,Calgary,North Bay Battalion [OHL],Riley Bruce,D,7
0,0,0,0,0,197,Pittsburgh,Des Moines Buccaneers [USHL],Nikita Pavlychev,C,7
3,2,31,2,5,198,Winnipeg,JYP Jrs. (Finland),Sami Niku,D,7
0,0,1,0,0,199,Ottawa,Cushing Academy (Mass. H.S.),Joey Daccord,G,7
0,0,0,0,0,200,Detroit,Saint John Sea Dogs [QMJHL],Adam Marsh,L,7
0,0,0,0,0,201,Minnesota,Soo Greyhounds [OHL],Gustav Bouramman,D,7
0,0,0,0,0,202,NY Islanders,Linkopings Jrs. (Sweden),Petter Hansson,D,7
0,0,0,0,0,203,Winnipeg,Prince Albert Raiders [WHL],Matteo Gennaro,C,7
0,0,0,0,0,204,Minnesota,Lakeville North (Minn. H.S.),Jack Sadek,D,7
0,0,0,0,0,205,Nashville,Austin Bruins [NAHL],Evan Smith,G,7
0,0,0,0,0,206,Florida,Johnstown Tomahawks [NAHL],Ryan Bednard,G,7
0,0,0,0,0,207,Montreal,Ottawa 67's [OHL],Jeremiah Addison,L,7
0,0,0,0,0,208,Edmonton,Trinec Jrs. (Czech Rep.),Miroslav Svoboda,G,7
0,0,0,0,0,209,Edmonton,Kazan Ak-Bars [KHL],Ziyat Paigin,D,7
0,0,0,0,0,210,Vancouver,Prince George Cougars [WHL],Tate Olson,D,7
0,0,0,0,0,211,Chicago,Frolunda Jrs. (Sweden),John Dahlstrom,R,7
105,66,391,249,171,1,Florida,Barrie Colts [OHL],Aaron Ekblad,D,1
118,87,331,60,205,2,Buffalo,Kootenay Ice [WHL],Sam Reinhart,C,1
187,125,351,126,312,3,Edmonton,Prince Albert Raiders [WHL],Leon Draisaitl,C,1
61,55,312,264,116,4,Calgary,Kingston Frontenacs [OHL],Sam Bennett,C,1
4,3,32,2,7,5,NY Islanders,Oshawa Generals [OHL],Michael Dal Colle,L,1
27,32,210,137,59,6,Vancouver,Calgary Hitmen [WHL],Jake Virtanen,R,1
9,0,87,16,9,7,Carolina,Red Deer Rebels [WHL],Haydn Fleury,D,1
107,55,239,62,162,8,Toronto,MODO Hockey Ornskoldsvik [SweHL],William Nylander,R,1
109,90,298,100,199,9,Winnipeg,Halifax Mooseheads [QMJHL],Nikolaj Ehlers,L,1
55,35,246,253,90,10,Anaheim,Peterborough Petes [OHL],Nick Ritchie,L,1
56,48,223,80,104,11,Nashville,HV71 Jonkoping [SweHL],Kevin Fiala,L,1
27,45,199,76,72,12,Arizona,Niagara IceDogs [OHL],Brendan Perlini,L,1
40,40,176,41,80,13,Washington,Linkopings HC [SweHL],Jakub Vrana,L,1
11,2,87,28,13,14,Dallas,Swift Current Broncos [WHL],Julius Honka,D,1
125,88,318,207,213,15,Detroit,U.S. National Under-18 Team [USHL],Dylan Larkin,C,1
9,15,70,10,24,16,Columbus,U.S. National Under-18 Team [USHL],Sonny Milano,L,1
34,11,131,42,45,17,Philadelphia,Calgary Hitmen [WHL],Travis Sanheim,D,1
54,35,158,35,89,18,Minnesota,U.S. National Under-18 Team [USHL],Alex Tuch,R,1
43,9,132,125,52,19,Tampa Bay,Sarnia Sting [OHL],Tony DeAngelo,D,1
71,34,179,32,105,20,Chicago,Green Bay Gamblers [USHL],Nick Schmaltz,C,1
41,31,155,58,72,21,St. Louis,Guelph Storm [OHL],Robby Fabbri,C,1
26,28,133,33,54,22,Pittsburgh,KalPa Kuopio [SM-liiga],Kasperi Kapanen,R,1
0,0,0,0,0,23,Colorado,Red Deer Rebels [WHL],Conner Bleackley,C,1
50,38,244,97,88,24,Vancouver,Soo Greyhounds [OHL],Jared McCann,C,1
152,132,320,131,284,25,Boston,Sodertalje SK [Swe-1],David Pastrnak,R,1
2,6,37,10,8,26,Montreal,Saskatoon Blades [WHL],Nikita Scherbak,R,1
27,19,124,24,46,27,San Jose,Sarnia Sting [OHL],Nikolay Goldobin,R,1
17,7,53,20,24,28,NY Islanders,Windsor Spitfires [OHL],Josh Ho-Sang,R,1
41,30,187,105,71,29,Los Angeles,MODO Hockey Ornskoldsvik [SweHL],Adrian Kempe,C,1
3,2,33,6,5,30,New Jersey,Brandon Wheat Kings [WHL],John Quenneville,C,1
5,13,72,129,18,31,Buffalo,Barrie Colts [OHL],Brendan Lemieux,L,2
5,7,42,16,12,32,Florida,Brandon Wheat Kings [WHL],Jayce Hawryluk,R,2
25,26,163,23,51,33,St. Louis,Moncton Wildcats [QMJHL],Ivan Barbashev,C,2
0,0,0,0,0,34,Calgary,Charlottetown Islanders [QMJHL],Mason McDonald,G,2
0,0,0,0,0,35,Tampa Bay,Slavia (Czech Jrs.),Dominik Masin,D,2
1,0,10,0,1,36,Vancouver,Boston College [H-East],Thatcher Demko,G,2
0,0,2,2,0,37,Carolina,Plymouth Whalers [OHL],Alex Nedeljkovic,G,2
26,3,106,72,29,38,Anaheim,Skelleftea (Sweden Jrs.),Marcus Pettersson,D,2
0,0,0,0,0,39,Washington,Czech,Vitek Vanecek,G,2
0,0,9,12,0,40,Ottawa,Djurgardens (Sweden Jrs.),Andreas Englund,D,2
0,0,1,0,0,41,New Jersey,Indiana Ice [USHL],Joshua Jacobs,D,2
3,2,28,12,5,42,Nashville,Magnitigorsk-2 (Russia Jrs.),Vladislav Kamenev,C,2
0,0,0,0,0,43,Arizona,Kitchener Rangers [OHL],Ryan MacInnis,C,2
0,0,0,0,0,44,Buffalo,Peterborough Petes [OHL],Eric Cornel,R,2
0,0,0,0,0,45,Dallas,Edmonton Oil Kings [WHL],Brett Pollock,L,2
0,0,0,0,0,46,San Jose,Frolunda (Sweden Jrs.),Julius Bergman,D,2
0,0,0,0,0,47,Columbus,U.S. National Under-18 Team [USHL],Ryan Collins,D,2
0,0,9,0,0,48,Philadelphia,Val d'Or Foreurs [QMJHL],Nicolas Aube-Kubel,R,2
0,0,0,0,0,49,Buffalo,Gatineau Olympiques [QMJHL],Vaclav Karabacek,R,2
3,0,10,19,3,50,Los Angeles,Kingston Frontenacs [OHL],Roland McKeown,D,2
0,0,0,0,0,51,Nashville,U.S. National Under-18 Team [USHL],Jack Dougherty,D,2
0,0,0,0,0,52,St. Louis,Youngstown Phantoms [USHL],Maxim Letunov,F,2
0,0,0,0,0,53,San Jose,Geneve Servette [Swiss-A],Noah Rod,L,2
0,0,0,0,0,54,Calgary,Oshawa Generals [OHL],Hunter Smith,R,2
54,19,189,112,73,55,Anaheim,Waterloo Black Hawks [USHL],Brandon Montour,D,2
19,15,68,8,34,56,Boston,Dexter School (Mass H.S.),Ryan Donato,C,2
0,0,0,0,0,57,Tampa Bay,U.S. National Under-18 Team [USHL],Johnathan MacLeod,D,2
45,32,176,46,77,58,Arizona,London Knights [OHL],Christian Dvorak,C,2
0,0,1,0,0,59,NY Rangers,Soo Greyhounds [OHL],Brandon Halverson,G,2
0,0,0,0,0,60,Los Angeles,Ottawa 67's [OHL],Alex Lintuniemi,D,2
0,0,0,0,0,61,Buffalo,Brynas (Sweden Jrs.),Jonas Johansson,G,3
